year,utility_id,utility_name,sched4part,service_type,data_type,state_code,ownership,residential_revenues,residential_sales,residential_consumers
2007,4191,Consolidated Edison Sol Inc,B,Energy,O,NY,Retail Power Marketer,31914.00,249056.00,32974.00
2007,4191,Consolidated Edison Sol Inc,D,Bundle,O,TX,Retail Power Marketer,,,
2007,4226,Consolidated Edison Co-NY Inc,A,Bundle,O,NY,Investor Owned,2656619.00,12312008.00,2403262.00
2007,4226,Consolidated Edison Co-NY Inc,C,Delivery,O,NY,Investor Owned,169163.00,1796348.00,344996.00
2007,4237,Consolidated Electric Coop,A,Bundle,O,MO,Cooperative,9345.00,119375.00,7207.00
2007,4247,Consolidated Water Power Co,A,Bundle,O,WI,Investor Owned,599.00,8340.00,984.00
2007,4254,Consumers Energy Company,A,Bundle,O,MI,Investor Owned,1358900.00,13205445.00,1575387.00
2007,4254,Consumers Energy Company,C,Delivery,O,MI,Investor Owned,0.00,0.00,0.00
2007,4262,Cooke County Elec Coop Assn,A,Bundle,O,TX,Cooperative,19422.00,171057.00,12604.00
2007,4265,Continental Divide El Coop Inc,A,Bundle,O,NM,Cooperative,13227.00,133741.00,20142.00
2007,4280,Conway Corporation,A,Bundle,O,AR,Municipal,21248.00,298770.00,23062.00
2007,4294,Cookeville City of,A,Bundle,O,TN,Municipal,11994.00,153804.00,11606.00
2007,4295,Comanche County Elec Coop Assn,A,Bundle,O,TX,Cooperative,10852.00,87861.00,6158.00
2007,4296,"Cookson Hills Elec Coop, Inc",A,Bundle,O,OK,Cooperative,17383.00,232073.00,16102.00
2007,4304,City of Corwith,A,Bundle,O,IA,Municipal,138.00,1114.00,152.00
2007,4305,City of Coon Rapids,A,Bundle,O,IA,Municipal,553.00,7655.00,614.00
2007,4317,"Coos-Curry Electric Coop, Inc",A,Bundle,O,OR,Cooperative,16205.00,197991.00,14630.00
2007,4319,Copan Public Works Authority,A,Bundle,O,OK,Municipal,368.00,4271.00,368.00
2007,4327,Coosa Valley Electric Coop Inc,A,Bundle,O,AL,Cooperative,23612.00,213927.00,15599.00
2007,4329,"Copper Valley Elec Assn, Inc",A,Bundle,O,AK,Cooperative,3975.00,17185.00,2905.00
2007,4341,Corbin City Utilities Comm,A,Bundle,O,KY,Municipal,2845.00,41861.00,3354.00
2007,4344,City of Cordell,A,Bundle,O,OK,Municipal,1060.00,14800.00,1333.00
2007,4346,Cooperative L&P Assn Lake Cnty,A,Bundle,O,MN,Cooperative,4424.00,50162.00,5144.00
2007,4356,Colorado River Comm of Nevada,A,Bundle,O,NV,State,0.00,0.00,0.00
2007,4362,Corn Belt Energy Corporation,A,Bundle,O,IL,Cooperative,38955.00,370085.00,30473.00
2007,4365,City of Cornelius,A,Bundle,O,NC,Municipal,2084.00,24209.00,2141.00
2007,4369,City of Cornell,A,Bundle,O,WI,Municipal,525.00,6579.00,716.00
2007,4373,Cornhusker Public Power Dist,A,Bundle,O,NE,Political Subdivision,9255.00,125058.00,6738.00
2007,4375,City of Corning,A,Bundle,O,IA,Municipal,507.00,8382.00,788.00
2007,4383,Corpus Christi Cogeneration LP,A,Bundle,O,TX,Unregulated,0.00,0.00,0.00
2007,4390,City of Corona DWP,A,Bundle,O,CA,Municipal,464.00,2695.00,330.00
2007,4390,City of Corona DWP,B,Energy,O,CA,Municipal,0.00,0.00,0.00
2007,4401,"Cotton Electric Coop, Inc",A,Bundle,O,OK,Cooperative,26641.00,259418.00,17221.00
2007,4410,Coral Power LLC,B,Energy,O,CA,Retail Power Marketer,0.00,0.00,0.00
2007,4410,Coral Power LLC,B,Energy,O,NV,Retail Power Marketer,0.00,0.00,0.00
2007,4410,Coral Power LLC,B,Energy,O,WA,Retail Power Marketer,0.00,0.00,0.00
2007,4410,Coral Power LLC,D,Bundle,O,TX,Retail Power Marketer,0.00,0.00,0.00
2007,4414,City of Coulee Dam,A,Bundle,O,WA,Municipal,540.00,9628.00,513.00
2007,4429,Covington City of,A,Bundle,O,IN,Municipal,1213.00,15898.00,1417.00
2007,4430,"Covington Electric Coop, Inc",A,Bundle,O,AL,Cooperative,33437.00,293244.00,20561.00
2007,4432,Coweta-Fayette El Member Corp,A,Bundle,O,GA,Cooperative,104579.00,1049601.00,68377.00
2007,4433,Covington City of,A,Bundle,O,GA,Municipal,12556.00,126951.00,9439.00
2007,4437,City of Covington,A,Bundle,O,TN,Municipal,3877.00,53195.00,3674.00
2007,4442,PUD No 1 of Cowlitz County,A,Bundle,O,WA,Political Subdivision,40728.00,800480.00,42739.00
2007,4459,Cozad Board of Public Works,A,Bundle,O,NE,Municipal,1458.00,20607.00,1757.00
2007,4471,Craig-Botetourt Electric Coop,A,Bundle,O,VA,Cooperative,7600.00,67496.00,5881.00
2007,4471,Craig-Botetourt Electric Coop,A,Bundle,O,WV,Cooperative,325.00,2472.00,348.00
2007,4483,City of Crane,A,Bundle,O,MO,Municipal,454.00,6926.00,595.00
2007,4486,Crane Town of,A,Bundle,O,IN,Municipal,82.00,846.00,100.00
2007,4508,"Crawfordsville Elec, Lgt & Pwr",A,Bundle,O,IN,Municipal,6618.00,86731.00,8053.00
2007,4509,Craighead Electric Coop Corp,A,Bundle,O,AR,Cooperative,31370.00,345360.00,22052.00
2007,4524,"Crawford Electric Coop, Inc",A,Bundle,O,MO,Cooperative,20984.00,250781.00,17491.00
2007,4527,City of Crete,A,Bundle,O,NE,Municipal,1443.00,26596.00,2347.00
2007,4538,Crisp County Power Comm,A,Bundle,O,GA,Political Subdivision,12478.00,153874.00,9350.00
2007,4562,City of Croswell,A,Bundle,O,MI,Municipal,592.00,7618.00,1096.00
2007,4577,Crow Wing Cooperative Power & Light Comp,A,Bundle,O,MN,Cooperative,33846.00,398246.00,38656.00
2007,4604,City of Crystal Falls,A,Bundle,O,MI,Municipal,803.00,7793.00,1371.00
2007,4607,City of Cuba City,A,Bundle,O,WI,Municipal,704.00,7615.00,934.00
2007,4608,City of Cuba,A,Bundle,O,MO,Municipal,1368.00,19319.00,1536.00
2007,4610,Cuero City of,A,Bundle,O,TX,Municipal,3471.00,40661.00,3139.00
2007,4617,Cullman Power Board,A,Bundle,O,AL,Municipal,7166.00,96404.00,6544.00
2007,4618,"Cullman Electric Coop, Inc",A,Bundle,O,AL,Cooperative,47357.00,544095.00,34360.00
2007,4619,Town of Culpeper,A,Bundle,O,VA,Municipal,4216.00,43186.00,4021.00
2007,4622,Cumberland Valley Rural E C C,A,Bundle,O,KY,Cooperative,27898.00,322499.00,21937.00
2007,4622,Cumberland Valley Rural E C C,A,Bundle,O,TN,Cooperative,86.00,1235.00,84.00
2007,4624,Cumberland Elec Member Corp,A,Bundle,O,TN,Cooperative,113388.00,1452429.00,74551.00
2007,4627,Cumberland City of,A,Bundle,O,WI,Municipal,734.00,8728.00,1117.00
2007,4632,Cuming County Public Pwr Dist,A,Bundle,O,NE,Political Subdivision,3854.00,50659.00,2960.00
2007,4661,City of Curtis,A,Bundle,O,NE,Municipal,462.00,6055.00,509.00
2007,4667,City of Cushing,A,Bundle,O,OK,Municipal,3676.00,39033.00,3776.00
2007,4671,Custer Public Power District,A,Bundle,O,NE,Political Subdivision,5892.00,69912.00,4456.00
2007,4675,Cuivre River Electric Coop Inc,A,Bundle,O,MO,Cooperative,63438.00,909755.00,52939.00
2007,4683,City of Cuyahoga Falls,A,Bundle,O,OH,Municipal,14988.00,175808.00,22572.00
2007,4685,Village of Cygnet,A,Bundle,O,OH,Municipal,208.00,2340.00,229.00
2007,4704,"D S & O Rural E C A, Inc",A,Bundle,O,KS,Cooperative,8881.00,85308.00,6554.00
2007,4715,Dahlberg Light & Power Co,A,Bundle,O,WI,Investor Owned,6899.00,65298.00,9945.00
2007,4717,Dakota Valley Elec Coop Inc,A,Bundle,O,ND,Cooperative,7851.00,105970.00,5079.00
2007,4720,Dakota Energy Coop Inc,A,Bundle,O,SD,Cooperative,4259.00,53670.00,2982.00
2007,4725,City of Custar,A,Bundle,O,OH,Municipal,100.00,1104.00,104.00
2007,4739,Dallas Town of,A,Bundle,O,NC,Municipal,2591.00,30000.00,2740.00
2007,4743,"Consumers Power, Inc",A,Bundle,O,OR,Cooperative,21493.00,266066.00,19045.00
2007,4744,Dalton Utilities,A,Bundle,O,GA,Municipal,9910.00,169946.00,11592.00
2007,4791,City of Danville,A,Bundle,O,IA,Municipal,374.00,3578.00,389.00
2007,4792,Village of Daggett,A,Bundle,O,MI,Municipal,88.00,1101.00,150.00
2007,4793,Village of Darwin,A,Bundle,O,MN,Municipal,155.00,2006.00,222.00
2007,4794,City of Danville,A,Bundle,O,VA,Municipal,45277.00,493485.00,37243.00
2007,4796,"Darke Rural Electric Coop, Inc",A,Bundle,O,OH,Cooperative,7311.00,87976.00,4892.00
2007,4799,Darlington Light & Power Co,A,Bundle,O,IN,Municipal,674.00,7841.00,615.00
2007,4836,City of David City,A,Bundle,O,NE,Municipal,1043.00,14746.00,1174.00
2007,4848,Daviess Martin County R E M C,A,Bundle,O,IN,Cooperative,11577.00,116423.00,7337.00
2007,4911,Dawson County Public Pwr Dist,A,Bundle,O,NE,Political Subdivision,15728.00,228241.00,15278.00
2007,4914,Village of Davenport,A,Bundle,O,NE,Municipal,128.00,1790.00,168.00
2007,4919,Dayton City of,A,Bundle,O,IA,Municipal,316.00,3055.00,387.00
2007,4920,City of Dayton,A,Bundle,O,TN,Municipal,8747.00,111381.00,8045.00
2007,4922,Dayton Power & Light Co,A,Bundle,O,OH,Investor Owned,532957.00,5535219.00,456688.00
2007,4922,Dayton Power & Light Co,C,Delivery,O,OH,Investor Owned,0.00,0.00,0.00
2007,4934,Village of De Witt,A,Bundle,O,NE,Municipal,238.00,3594.00,268.00
2007,4939,"Deaf Smith Electric Coop, Inc",A,Bundle,O,TX,Cooperative,5000.00,45498.00,4903.00
2007,4958,Decatur Utilities,A,Bundle,O,AL,Municipal,25864.00,378788.00,22631.00
2007,4959,Aniak Light & Power Co Inc,A,Bundle,O,AK,Investor Owned,581.00,902.00,170.00
2007,4960,Decatur County Rural E M C,A,Bundle,O,IN,Cooperative,10449.00,111760.00,7301.00
2007,4961,Village of Decatur,A,Bundle,O,NE,Municipal,294.00,2285.00,310.00
2007,4975,Deep East Texas Elec Coop Inc,A,Bundle,O,TX,Cooperative,43833.00,505625.00,35699.00
2007,4981,City of Deaver,A,Bundle,O,WY,Municipal,62.00,928.00,82.00
2007,5015,Delano Municipal Utilities,A,Bundle,O,MN,Municipal,2222.00,17505.00,1966.00
2007,5021,Delaware County Elec Coop Inc,A,Bundle,O,NY,Cooperative,5256.00,43183.00,5121.00
2007,5027,Delmarva Power & Light Company,A,Bundle,O,DE,Investor Owned,402735.00,2918982.00,260014.00
2007,5027,Delmarva Power & Light Company,A,Bundle,O,MD,Investor Owned,294156.00,2158823.00,170028.00
2007,5027,Delmarva Power & Light Company,A,Bundle,O,VA,Investor Owned,23227.00,182644.00,19186.00
2007,5027,Delmarva Power & Light Company,C,Delivery,O,DE,Investor Owned,665.00,50039.00,3874.00
2007,5027,Delmarva Power & Light Company,C,Delivery,O,MD,Investor Owned,587.00,22574.00,1006.00
2007,5027,Delmarva Power & Light Company,C,Delivery,O,VA,Investor Owned,0.00,0.00,0.00
2007,5036,City of Delta,A,Bundle,O,CO,Municipal,1629.00,16875.00,2179.00
2007,5056,City of Denison,A,Bundle,O,IA,Municipal,1880.00,34120.00,2621.00
2007,5063,City of Denton,A,Bundle,O,TX,Municipal,44864.00,465817.00,38372.00
2007,5070,Delaware Electric Coop Inc,A,Bundle,O,DE,Cooperative,102791.00,953738.00,70680.00
2007,5071,Town of Dunreith,A,Bundle,O,IN,Municipal,83.00,869.00,118.00
2007,5076,City of Denver,A,Bundle,O,IA,Municipal,714.00,8962.00,741.00
2007,5078,"Denton County Elec Coop, Inc",A,Bundle,O,TX,Cooperative,272023.00,2198129.00,123543.00
2007,5086,Delta Montrose Electric Assn,A,Bundle,O,CO,Cooperative,27448.00,254645.00,28232.00
2007,5096,Village of Deshler,A,Bundle,O,OH,Municipal,909.00,9500.00,894.00
2007,5097,City of Deshler,A,Bundle,O,NE,Municipal,409.00,4671.00,381.00
2007,5107,City of Detroit,A,Bundle,O,MI,Municipal,19.00,214.00,85.00
2007,5109,Detroit Edison Co,A,Bundle,O,MI,Investor Owned,1680344.00,16146745.00,1967223.00
2007,5109,Detroit Edison Co,C,Delivery,O,MI,Investor Owned,23.00,478.00,35.00
2007,5111,City of Detroit Lakes,A,Bundle,O,MN,Municipal,4418.00,62997.00,5133.00
2007,5148,City of Dickson,A,Bundle,O,TN,Municipal,37169.00,466946.00,27606.00
2007,5154,City of Dighton,A,Bundle,O,KS,Municipal,506.00,4907.00,638.00
2007,5155,City of Dike,A,Bundle,O,IA,Municipal,297.00,3359.00,377.00
2007,5175,Dixie Electric Power Assn,A,Bundle,O,MS,Cooperative,53063.00,550421.00,34024.00
2007,5202,Dixie Electric Membership Corp,A,Bundle,O,LA,Cooperative,120390.00,1494350.00,86450.00
2007,5204,Dixie Electric Coop,A,Bundle,O,AL,Cooperative,30695.00,292807.00,17986.00
2007,5236,City of Doerun,A,Bundle,O,GA,Municipal,384.00,4076.00,367.00
2007,5309,City of Dothan,A,Bundle,O,AL,Municipal,28697.00,415065.00,27006.00
2007,5325,City of Douglas,A,Bundle,O,GA,Municipal,5351.00,61338.00,3824.00
2007,5326,PUD No 1 of Douglas County,A,Bundle,O,WA,Political Subdivision,8537.00,375803.00,15535.00
2007,5327,"Douglas Electric Coop, Inc",A,Bundle,O,OR,Cooperative,10898.00,120723.00,8849.00
2007,5328,"Douglas Electric Coop, Inc",A,Bundle,O,SD,Cooperative,1286.00,17292.00,742.00
2007,5334,"Doniphan Elec Coop Assn, Inc",A,Bundle,O,KS,Cooperative,1582.00,16654.00,1549.00
2007,5335,Dover City of,A,Bundle,O,DE,Municipal,26060.00,193564.00,19046.00
2007,5336,City of Dover,A,Bundle,O,OH,Municipal,5566.00,58317.00,5741.00
2007,5343,City of Dowagiac,A,Bundle,O,MI,Municipal,1505.00,18780.00,2244.00
2007,5350,Village of Dorchester,A,Bundle,O,NE,Municipal,241.00,3258.00,286.00
2007,5354,City of Drain,A,Bundle,O,OR,Municipal,541.00,7607.00,526.00
2007,5372,Town of Drexel,A,Bundle,O,NC,Municipal,1411.00,15211.00,1175.00
2007,5374,Dow Chemical Company-Oyster Creek VIII,A,Bundle,O,TX,Unregulated,,,
2007,5392,Dublin Municipal Electric Util,A,Bundle,O,IN,Municipal,429.00,4537.00,554.00
2007,5394,Dubois Rural Electric Coop Inc,A,Bundle,O,IN,Cooperative,14786.00,165679.00,12109.00
2007,5397,City of Dunnell,A,Bundle,O,MN,Municipal,52.00,583.00,92.00
2007,5399,Duck River Elec Member Corp,A,Bundle,O,TN,Cooperative,83607.00,1045283.00,59057.00
2007,5402,City of Due West,A,Bundle,O,SC,Municipal,410.00,3280.00,317.00
2007,5416,Duke Energy Corporation,A,Bundle,O,NC,Investor Owned,1719094.00,20980559.00,1539519.00
2007,5416,Duke Energy Corporation,A,Bundle,O,SC,Investor Owned,495112.00,6446301.00,441084.00
2007,5417,Dunn County Electric Coop,A,Bundle,O,WI,Cooperative,13163.00,128695.00,8873.00
2007,5429,City of Duncan,A,Bundle,O,OK,Municipal,7128.00,89638.00,7196.00
2007,5438,"Duncan Valley Elec Coop, Inc",A,Bundle,O,AZ,Cooperative,1818.00,15254.00,2020.00
2007,5438,"Duncan Valley Elec Coop, Inc",A,Bundle,O,NM,Cooperative,280.00,2348.00,305.00
2007,5442,Duncannon Borough of,A,Bundle,O,PA,Municipal,745.00,7900.00,853.00
2007,5470,Conoco Inc,B,Energy,O,IL,Retail Power Marketer,0.00,0.00,0.00
2007,5470,Conoco Inc,B,Energy,O,MT,Retail Power Marketer,0.00,0.00,0.00
2007,5470,Conoco Inc,D,Bundle,O,TX,Retail Power Marketer,0.00,0.00,0.00
2007,5479,City of Durant,A,Bundle,O,MS,Municipal,841.00,10695.00,1198.00
2007,5480,Town of Danvers,A,Bundle,O,MA,Municipal,11413.00,90596.00,10899.00
2007,5487,Duquesne Light Co,A,Bundle,O,PA,Investor Owned,410025.00,3403881.00,429572.00
2007,5487,Duquesne Light Co,C,Delivery,O,PA,Investor Owned,41598.00,806652.00,94840.00
2007,5509,City of Dyersburg,A,Bundle,O,TN,Municipal,11264.00,151259.00,9756.00
2007,5518,City of Dysart,A,Bundle,O,IA,Municipal,599.00,5610.00,618.00
2007,5529,City of Durant,A,Bundle,O,IA,Municipal,842.00,6636.00,777.00
2007,5531,"Edgar Electric Co-op, Assn",A,Bundle,O,IL,Cooperative,7715.00,57794.00,5012.00
2007,5531,"Edgar Electric Co-op, Assn",B,Energy,O,IL,Cooperative,0.00,0.00,0.00
2007,5535,Egyptian Electric Coop Assn,A,Bundle,O,IL,Cooperative,20573.00,209517.00,13369.00
2007,5543,E I DuPont De Nemours & Co,A,Bundle,O,TN,Unregulated,0.00,0.00,0.00
2007,5543,E I DuPont De Nemours & Co,A,Bundle,O,TX,Unregulated,0.00,0.00,0.00
2007,5551,City of Eagle River,A,Bundle,O,WI,Municipal,536.00,5356.00,847.00
2007,5553,Egegik Light & Power Co,A,Bundle,O,AK,Investor Owned,93.00,121.00,46.00
2007,5563,City of Earlville,A,Bundle,O,IA,Municipal,259.00,3064.00,344.00
2007,5574,East Central Energy,A,Bundle,O,MN,Cooperative,52406.00,506279.00,47319.00
2007,5574,East Central Energy,A,Bundle,O,WI,Cooperative,4091.00,42652.00,4605.00
2007,5575,East Grand Forks City of,A,Bundle,O,MN,Municipal,3159.00,36935.00,3561.00
2007,5578,East Mississippi Elec Pwr Assn,A,Bundle,O,MS,Cooperative,12797.00,141605.00,9993.00
2007,5582,City of East Point,A,Bundle,O,GA,Municipal,12123.00,146135.00,14523.00
2007,5583,City of Easton,A,Bundle,O,MO,Municipal,107.00,1622.00,101.00
2007,5584,East End Mutual Elec Co Ltd,A,Bundle,O,ID,Cooperative,756.00,12500.00,465.00
2007,5585,Eastern Illinois Elec Coop,A,Bundle,O,IL,Cooperative,21077.00,182646.00,12829.00
2007,5586,Borough of East Conemaugh,A,Bundle,O,PA,Municipal,506.00,4422.00,730.00
2007,5588,East-Central Iowa Rural Elec Coop,A,Bundle,O,IA,Cooperative,13198.00,124185.00,7815.00
2007,5598,East Central Oklahoma Elec Coop Inc,A,Bundle,O,OK,Cooperative,30848.00,371305.00,27337.00
2007,5603,Econnergy Energy Co Inc,B,Energy,O,NY,Retail Power Marketer,80079.00,747782.00,99910.00
2007,5603,Econnergy Energy Co Inc,D,Bundle,O,TX,Retail Power Marketer,7072.00,50704.00,4616.00
2007,5605,Eastern Iowa Light & Power Coop,A,Bundle,O,IA,Cooperative,31291.00,281000.00,21413.00
2007,5609,Eastern Maine Electric Coop,A,Bundle,O,ME,Cooperative,0.00,0.00,0.00
2007,5609,Eastern Maine Electric Coop,C,Delivery,O,ME,Cooperative,4622.00,56229.00,10586.00
2007,5624,Eastman Kodak Co,A,Bundle,O,NY,Unregulated,0.00,0.00,0.00
2007,5625,Easton Utilities Comm,A,Bundle,O,MD,Municipal,11614.00,108062.00,8082.00
2007,5630,City of Eaton Rapids,A,Bundle,O,MI,Municipal,2268.00,24708.00,2430.00
2007,5631,Town of Eatonville,A,Bundle,O,WA,Municipal,1182.00,16102.00,966.00
2007,5632,Eau Claire Electric Coop,A,Bundle,O,WI,Cooperative,14085.00,133620.00,9773.00
2007,5644,"Edisto Electric Coop, Inc",A,Bundle,O,SC,Cooperative,24793.00,244862.00,15085.00
2007,5650,City of Edgar,A,Bundle,O,NE,Municipal,235.00,3235.00,245.00
2007,5653,Edgerton Village of,A,Bundle,O,OH,Municipal,806.00,9456.00,949.00
2007,5655,Edinburg Municipal Utilities,A,Bundle,O,IN,Municipal,1748.00,24784.00,2243.00
2007,5656,Edgecombe-Martin County E M C,A,Bundle,O,NC,Cooperative,19174.00,163296.00,10679.00
2007,5659,Edison Sault Electric Co,A,Bundle,O,MI,Investor Owned,14108.00,170569.00,18968.00
2007,5661,City of Edmond,A,Bundle,O,OK,Municipal,33056.00,444092.00,30113.00
2007,5677,EQ-Waste Energy Services Inc,A,Bundle,O,MI,Unregulated,,,
2007,5686,City of El Dorado Springs,A,Bundle,O,MO,Municipal,1585.00,16026.00,1707.00
2007,5692,City of Eitzen,A,Bundle,O,MN,Municipal,118.00,1394.00,129.00
2007,5701,El Paso Electric Company,A,Bundle,O,NM,Investor Owned,71228.00,592148.00,76037.00
2007,5701,El Paso Electric Company,A,Bundle,O,TX,Investor Owned,199466.00,1640520.00,239077.00
2007,5703,Empire Natural Gas Corporation,B,Energy,O,NY,Retail Power Marketer,0.00,0.00,0.00
2007,5721,City of Elfin Cove,A,Bundle,O,AK,Municipal,25.00,93.00,38.00
2007,5728,Elba City of,A,Bundle,O,AL,Municipal,2125.00,18934.00,1408.00
2007,5729,Electrical Dist No8 Maricopa,A,Bundle,O,AZ,Political Subdivision,0.00,0.00,0.00
2007,5730,City of Elberton,A,Bundle,O,GA,Municipal,4139.00,41218.00,3530.00
2007,5731,Elk Power Co,A,Bundle,O,WV,Investor Owned,828.00,11662.00,1135.00
2007,5732,City of Elbow Lake,A,Bundle,O,MN,Municipal,640.00,7150.00,672.00
2007,5741,City of Eldorado,A,Bundle,O,OK,Municipal,226.00,1841.00,244.00
2007,5742,Eldridge City Utilities,A,Bundle,O,IA,Municipal,1320.00,17883.00,1936.00
2007,5744,City of Electra,A,Bundle,O,TX,Municipal,1903.00,15672.00,1199.00
2007,5752,Village of Eldorado,A,Bundle,O,OH,Municipal,209.00,3067.00,259.00
2007,5760,City of Elizabeth City,A,Bundle,O,NC,Municipal,15774.00,141147.00,9977.00
2007,5763,City of Elizabethton,A,Bundle,O,TN,Municipal,26467.00,340966.00,22483.00
2007,5771,City of Elk Point,A,Bundle,O,SD,Municipal,743.00,8099.00,725.00
2007,5773,City of Elk River,A,Bundle,O,MN,Municipal,7306.00,77825.00,7919.00
2007,5777,City of Elkhorn,A,Bundle,O,WI,Municipal,2644.00,31779.00,3937.00
2007,5779,Elkhorn Public Service Co,A,Bundle,O,WV,Investor Owned,81.00,1150.00,120.00
2007,5780,Elkhorn Rural Public Pwr Dist,A,Bundle,O,NE,Political Subdivision,11699.00,144827.00,8279.00
2007,5794,Town of Elkton,A,Bundle,O,VA,Municipal,968.00,9939.00,889.00
2007,5795,City of Elsmore,A,Bundle,O,KS,Municipal,42.00,393.00,56.00
2007,5796,City of Ellaville,A,Bundle,O,GA,Municipal,937.00,11416.00,1860.00
2007,5802,City of Ellinwood,A,Bundle,O,KS,Municipal,1332.00,12063.00,1043.00
2007,5827,City of Ellsworth,A,Bundle,O,IA,Municipal,188.00,2047.00,222.00
2007,5828,Borough of Ellwood City,A,Bundle,O,PA,Municipal,3037.00,26136.00,3667.00
2007,5832,Elmhurst Mutual Power & Light Co,A,Bundle,O,WA,Cooperative,12305.00,220016.00,13077.00
2007,5833,Village of Elmore,A,Bundle,O,OH,Municipal,619.00,7559.00,801.00
2007,5834,City of Elroy,A,Bundle,O,WI,Municipal,469.00,5916.00,755.00
2007,5839,City of Elwood,A,Bundle,O,KS,Municipal,606.00,5907.00,507.00
2007,5841,Ely City of,A,Bundle,O,MN,Municipal,1017.00,15000.00,1856.00
2007,5850,City of Emerson,A,Bundle,O,NE,Municipal,235.00,3278.00,346.00
2007,5859,Energy West Resources Inc,B,Energy,O,MT,Retail Power Marketer,0.00,0.00,0.00
2007,5860,Empire District Electric Co,A,Bundle,O,AR,Investor Owned,3392.00,40296.00,3610.00
2007,5860,Empire District Electric Co,A,Bundle,O,KS,Investor Owned,10639.00,118401.00,8786.00
2007,5860,Empire District Electric Co,A,Bundle,O,MO,Investor Owned,156037.00,1714992.00,123116.00
2007,5860,Empire District Electric Co,A,Bundle,O,OK,Investor Owned,4515.00,56803.00,4328.00
2007,5862,"Empire Electric Assn, Inc",A,Bundle,O,CO,Cooperative,11284.00,95774.00,11895.00
2007,5862,"Empire Electric Assn, Inc",A,Bundle,O,UT,Cooperative,874.00,7344.00,959.00
2007,5875,Village of Endicott,A,Bundle,O,NY,Municipal,1307.00,24112.00,2775.00
2007,5877,Energetix,B,Energy,O,NY,Retail Power Marketer,46665.00,501471.00,49933.00
2007,5880,"Energy Coop of New York, Inc",B,Energy,O,NY,Retail Power Marketer,2897.00,36860.00,1703.00
2007,5896,Town of Enfield,A,Bundle,O,NC,Municipal,1532.00,12400.00,1132.00
2007,5905,Excelsior Electric Member Corp,A,Bundle,O,GA,Cooperative,24516.00,308975.00,19475.00
2007,5915,Village of Enosburg Falls,A,Bundle,O,VT,Municipal,1797.00,13191.00,1416.00
2007,5919,City of Enterprise,A,Bundle,O,KS,Municipal,350.00,3788.00,325.00
2007,5927,Village of Endicott,A,Bundle,O,NE,Municipal,62.00,730.00,83.00
2007,5928,Town of Etna Green,A,Bundle,O,IN,Municipal,254.00,3222.00,323.00
2007,5929,"Fairfield Electric Coop, Inc",A,Bundle,O,SC,Cooperative,33500.00,354701.00,22634.00
2007,5930,Village of Fairport,A,Bundle,O,NY,Municipal,12625.00,261410.00,15120.00
2007,5932,Ephraim City of,A,Bundle,O,UT,Municipal,1225.00,14511.00,1566.00
2007,5935,Borough of Ephrata,A,Bundle,O,PA,Municipal,5637.00,68155.00,5732.00
2007,5945,City of Erath,A,Bundle,O,LA,Municipal,1098.00,9608.00,834.00
2007,5953,Entergy Solutions Ltd,B,Energy,O,MA,Retail Power Marketer,0.00,0.00,0.00
2007,5953,Entergy Solutions Ltd,B,Energy,O,NY,Retail Power Marketer,0.00,0.00,0.00
2007,5957,Erie City of,A,Bundle,O,KS,Municipal,732.00,5077.00,528.00
2007,5961,Erwin Town of,A,Bundle,O,TN,Municipal,8010.00,102850.00,7727.00
2007,5964,"Escambia River Elec Coop, Inc",A,Bundle,O,FL,Cooperative,14805.00,135743.00,8709.00
2007,5969,City of Escondido,A,Bundle,O,CA,Municipal,1.00,17.00,1.00
2007,5995,City of Estelline,A,Bundle,O,SD,Municipal,332.00,4670.00,346.00
2007,5997,Town of Estes Park,A,Bundle,O,CO,Municipal,5606.00,61186.00,8175.00
2007,5998,City of Estherville,A,Bundle,O,IA,Municipal,1810.00,21663.00,2699.00
2007,6008,City of Etowah,A,Bundle,O,TN,Municipal,5418.00,64790.00,4407.00
2007,6019,City of Eudora,A,Bundle,O,KS,Municipal,2146.00,24867.00,2416.00
2007,6022,Eugene City of,A,Bundle,O,OR,Municipal,79968.00,1026245.00,77533.00
2007,6043,City of Evansville,A,Bundle,O,WI,Municipal,2492.00,28402.00,3058.00
2007,6052,City of Evergreen,A,Bundle,O,AL,Municipal,1802.00,20000.00,1575.00
2007,6069,Town of Elizabeth,A,Bundle,O,LA,Municipal,235.00,2614.00,253.00
2007,6111,Central Electric Inc,A,Bundle,O,AK,Investor Owned,139.00,226.00,125.00
2007,6112,"Farmers Electric Coop, Inc",A,Bundle,O,IA,Cooperative,6742.00,54843.00,4524.00
2007,6127,City of Fairbank,A,Bundle,O,IA,Municipal,408.00,4670.00,468.00
2007,6130,City of Fairburn,A,Bundle,O,GA,Municipal,3081.00,28906.00,2545.00
2007,6132,City of Fairbury,A,Bundle,O,NE,Municipal,2431.00,32685.00,2730.00
2007,6136,Fairmont Village of,A,Bundle,O,NE,Municipal,227.00,2750.00,277.00
2007,6138,City of Fairfax,A,Bundle,O,MN,Municipal,453.00,6479.00,568.00
2007,6141,City of Fairfield,A,Bundle,O,IL,Municipal,2679.00,29137.00,2770.00
2007,6145,Fairhope City of,A,Bundle,O,AL,Municipal,7784.00,75975.00,5364.00
2007,6149,City of Ellensburg,A,Bundle,O,WA,Municipal,5136.00,71169.00,7621.00
